Date_Received,Appl_Type,CBLinkID,kiosktype,Latitude,Longitude,Borough,ZoningNumb,CB,Building_Number,Street_Name,Cross_Street 1,Cross_Street 2,LinkInHist,Landmark_Name,PavementTy,LinkInBID,BID_Name,permit_app,company_na,LinkInSADName,LinkInSAD,Location 1
08/23/2016,new site,LINK-018139,advertising unit,40.735388,-73.876255,Queens,C1-2/R6,4,,QUEENS BOULEVARD,57 AVENUE,90 STREET,NONE,,90 STREET,NO,,81546,CityBridge LLC,,,"(40.735388, -73.876255)"
08/23/2016,new site,LINK-018140,advertising unit,40.736272999999997,-73.877364,Queens,C1-2/R6,4,,QUEENS BOULEVARD,57 AVENUE,90 STREET,NONE,,90 STREET,NO,,81547,CityBridge LLC,,,"(40.736272999999997, -73.877364)"
08/23/2016,new site,LINK-018141,advertising unit,40.736981999999998,-73.880314999999996,Queens,C1-3/R6,4,,QUEENS BOULEVARD,55 AVENUE,55 ROAD,NONE,,55 ROAD,NO,,81548,CityBridge LLC,,,"(40.736981999999998, -73.880314999999996)"
08/23/2016,new site,LINK-018142,advertising unit,40.737777000000001,-73.883977999999999,Queens,C1-3/R6,4,,QUEENS BOULEVARD,BROADWAY,54 AVENUE,NONE,,54 AVENUE,NO,,81549,CityBridge LLC,,,"(40.737777000000001, -73.883977999999999)"
08/23/2016,new site,LINK-018143,advertising unit,40.738349999999997,-73.887011999999999,Queens,C1-2/R6,4,,QUEENS BOULEVARD,GOLDSMITH STREET,VAN LOON STREET,NONE,,VAN LOON STREET,NO,,81551,CityBridge LLC,,,"(40.738349999999997, -73.887011999999999)"
08/23/2016,new site,LINK-018144,advertising unit,40.739393,-73.892498000000003,Queens,C4-2,4,,QUEENS BOULEVARD,CORNISH AVENUE,51 AVENUE,NONE,,51 AVENUE,NO,,81552,CityBridge LLC,,,"(40.739393, -73.892498000000003)"
08/23/2016,new site,LINK-018145,advertising unit,40.739922,-73.895296000000002,Queens,M1-1,4,,QUEENS BOULEVARD,JACOBUS STREET,IRELAND STREET,NONE,,IRELAND STREET,NO,,81553,CityBridge LLC,,,"(40.739922, -73.895296000000002)"
08/23/2016,new site,LINK-018146,advertising unit,40.740727,-73.899863999999994,Queens,C2-2/R5,2,,QUEENS BOULEVARD,70 STREET,72 STREET,NONE,,72 STREET,NO,,81554,CityBridge LLC,,,"(40.740727, -73.899863999999994)"
08/23/2016,new site,LINK-018147,advertising unit,40.740962000000003,-73.901886000000005,Queens,C2-3/R7X,2,,QUEENS BOULEVARD,69 STREET,45 AVENUE,NONE,,45 AVENUE,NO,,81555,CityBridge LLC,,,"(40.740962000000003, -73.901886000000005)"
08/23/2016,new site,LINK-018148,advertising unit,40.741219999999998,-73.904089999999997,Queens,C2-3/R7X,2,,QUEENS BOULEVARD,65 STREET,BROOKLYN QUEENS EP ET   39 W WB,NONE,,BROOKLYN QUEENS EP ET   39 W WB,NO,,81556,CityBridge LLC,,,"(40.741219999999998, -73.904089999999997)"
08/23/2016,new site,LINK-018149,advertising unit,40.741506000000001,-73.906524000000005,Queens,C2-3/R7X,2,,QUEENS BOULEVARD,61 STREET,64 STREET,NONE,,64 STREET,NO,,81557,CityBridge LLC,,,"(40.741506000000001, -73.906524000000005)"
08/23/2016,new site,LINK-018151,advertising unit,40.741444999999999,-73.907539999999997,Queens,C1-2/R7-1,2,,QUEENS BOULEVARD,61 STREET,61 STREET,NONE,,61 STREET,NO,,81559,CityBridge LLC,,,"(40.741444999999999, -73.907539999999997)"
08/23/2016,new site,LINK-018153,advertising unit,40.742372707519898,-73.914068479178894,Queens,C1-2\R8R6,2,,QUEENS BOULEVARD,58 STREET ,59 STREET ,NONE,,59 STREET ,NO,,81561,CityBridge LLC,,,"(40.742372707519898, -73.914068479178894)"
08/23/2016,new site,LINK-018155,advertising unit,40.742512392135197,-73.915349154193194,Queens,C1-2\R8R6,2,,58 STREET,QUEENS BOULEVARD,47 AVENUE,NONE,,47 AVENUE,YES,Sunnyside Shines,81564,CityBridge LLC,,,"(40.742512392135197, -73.915349154193194)"
08/23/2016,new site,LINK-018156,advertising unit,40.742977000000003,-73.919179999999997,Queens,M1-1,2,,QUEENS BOULEVARD,51 STREET,51 STREET,NONE,,51 STREET,YES,Sunnyside Shines,81565,CityBridge LLC,,,"(40.742977000000003, -73.919179999999997)"
08/23/2016,new site,LINK-018157,advertising unit,40.743218844119099,-73.920940176139794,Queens,C4-4A,2,,QUEENS BOULEVARD,49 STREET,50 STREET,NONE,,50 STREET,YES,Sunnyside Shines,81566,CityBridge LLC,,,"(40.743218844119099, -73.920940176139794)"
08/24/2016,new site,LINK-018159,advertising unit,40.743310958285399,-73.922389650835299,Queens,C4-4A,2,,QUEENS BOULEVARD,45 STREET,46 STREET,NONE,,46 STREET,YES,Sunnyside Shines,81568,CityBridge LLC,,,"(40.743310958285399, -73.922389650835299)"
08/24/2016,new site,LINK-018160,advertising unit,40.743416189664103,-73.922669829252499,Queens,C1-4/R7A,2,,QUEENS BOULEVARD,43 STREET,44 STREET,NONE,,44 STREET,YES,Sunnyside Shines,81569,CityBridge LLC,,,"(40.743416189664103, -73.922669829252499)"
08/24/2016,new site,LINK-018161,advertising unit,40.743398081947603,-73.9233308260809,Queens,C1-4/R7A,2,,42 STREET,QUEENS BOULEVARD,47 AVENUE,NONE,,47 AVENUE,YES,Sunnyside Shines,81570,CityBridge LLC,,,"(40.743398081947603, -73.9233308260809)"
08/24/2016,new site,LINK-018164,advertising unit,40.743493999999998,-73.923591999999999,Queens,C1-4/R7A,2,,41 STREET,41 STREET,42 STREET,NONE,,42 STREET,YES,Sunnyside Shines,81573,CityBridge LLC,,,"(40.743493999999998, -73.923591999999999)"
08/24/2016,new site,LINK-018165 ,advertising unit,40.743555000000001,-73.924155999999996,Queens,C2-2/R5,2,,QUEENS BOULEVARD,40 STREET,41 STREET,NONE,,41 STREET,YES,Sunnyside Shines,81574,CityBridge LLC,,,"(40.743555000000001, -73.924155999999996)"
08/24/2016,new site,LINK-018166,advertising unit,40.743720000000003,-73.925571000000005,Queens,C1-4/R7A,2,,QUEENS BOULEVARD,40 STREET,41 STREET,NONE,,41 STREET,YES,Sunnyside Shines,81575,CityBridge LLC,,,"(40.743720000000003, -73.925571000000005)"
08/24/2016,new site,LINK-018167,advertising unit,40.743634999999998,-73.924830999999998,Queens,C1-4/R7A,2,,QUEENS BOULEVARD,39 STREET,39 PLACE,NONE,,39 PLACE,YES,Sunnyside Shines,81576,CityBridge LLC,,,"(40.743634999999998, -73.924830999999998)"
08/24/2016,new site,LINK-018168,advertising unit,40.744071275288697,-73.9290407152792,Queens,C1-4/R7A,2,,QUEENS BOULEVARD,39 PLACE,40 STREET,NONE,,40 STREET,NO,,81577,CityBridge LLC,,,"(40.744071275288697, -73.9290407152792)"
08/24/2016,new site,LINK-018169,advertising unit,40.744595045179302,-73.9328519666132,Queens,M1-4,2,,36 STREET,QUEENS BOULEVARD,47 AVENUE,NONE,,47 AVENUE,NO,,81578,CityBridge LLC,,,"(40.744595045179302, -73.9328519666132)"
08/24/2016,new site,LINK-018170,advertising unit,40.744646354749399,-73.933394098796896,Queens,M1-4,2,,QUEENS BOULEVARD,THOMSON AVENUE,32 PLACE,NONE,,32 PLACE,NO,,81579,CityBridge LLC,,,"(40.744646354749399, -73.933394098796896)"
08/24/2016,new site,LINK-018171,advertising unit,40.744607999999999,-73.933725999999993,Queens,M1-4,2,,QUEENS BOULEVARD,THOMSON AVENUE,32 PLACE,NONE,,32 PLACE,NO,,81580,CityBridge LLC,,,"(40.744607999999999, -73.933725999999993)"
08/24/2016,new site,LINK-018172,advertising unit,40.744846352748297,-73.935548931535806,Queens,M1-5/R9/LIC,2,,VAN DAM STREET,44 DRIVE,ED KOCH BR UPPER ROADWAY APPR,NONE,,ED KOCH BR UPPER ROADWAY APPR,NO,,81581,CityBridge LLC,,,"(40.744846352748297, -73.935548931535806)"
08/24/2016,new site,LINK-018173,advertising unit,40.744891364454702,-73.936301104818199,Queens,M1-4,2,,31 STREET,30 PLACE,31 STREET,NONE,,31 STREET,NO,,81582,CityBridge LLC,,,"(40.744891364454702, -73.936301104818199)"
08/24/2016,new site,LINK-018174,advertising unit,40.832773279999998,-73.94563325,Queens,M1-4,2,,30 PLACE,30 PLACE,31 STREET,NONE,,31 STREET,NO,,81583,CityBridge LLC,,,"(40.832773279999998, -73.94563325)"
08/25/2016,new site,LINK-018175 ,advertising unit,40.83083542,-73.943392259999996,Manhattan,C2-4/R8,12,3740,BROADWAY,WEST  155 STREET,EDWARD M MORGAN PLACE,NONE,,EDWARD M MORGAN PLACE,NO,,81585,CityBridge LLC,,,"(40.83083542, -73.943392259999996)"
08/25/2016,new site,LINK-018177,advertising unit,40.829504579999998,-73.9446358,Manhattan,C2-4/R7A,9,1895,AMSTERDAM AVENUE,WEST  153 STREET,WEST  154 STREET,NONE,,WEST  154 STREET,NO,,81586,CityBridge LLC,,,"(40.829504579999998, -73.9446358)"
08/25/2016,new site,LINK-018179,advertising unit,40.814538499999998,-73.955279809999993,Manhattan,C2-4/R7A,9,1850,AMSTERDAM AVENUE,WEST  151 STREET,WEST  152 STREET,NONE,,WEST  152 STREET,NO,,81587,CityBridge LLC,,,"(40.814538499999998, -73.955279809999993)"
08/25/2016,new site,LINK-018185,advertising unit,40.817155,-73.953365000000005,Manhattan,M1-5/R7-2/MX-15,9,1381,AMSTERDAM AVENUE,WEST  128 STREET,WEST  129 STREET,NONE,,WEST  129 STREET,NO,,81590,CityBridge LLC,,,"(40.817155, -73.953365000000005)"
08/25/2016,new site,LINK-018187,advertising unit,40.818933999999999,-73.952038999999999,Manhattan,C1-4/R7A,9,1467,AMSTERDAM AVENUE,WEST  131 STREET,WEST  133 STREET,NONE,,WEST  133 STREET,NO,,81591,CityBridge LLC,,,"(40.818933999999999, -73.952038999999999)"
08/25/2016,new site,LINK-018189,advertising unit,40.818022859999999,-73.956373819999996,Manhattan,PARK,9,499,WEST 135 STREET,WEST  134 STREET,WEST  135 STREET,NONE,,WEST  135 STREET,NO,,81593,CityBridge LLC,,,"(40.818022859999999, -73.956373819999996)"
08/25/2016,new site,LINK-018196,advertising unit,40.747082073517298,-73.942805413864704,Manhattan,C6-1/MMU,9,3270,BROADWAY,WEST  131 STREET,WEST  132 STREET,NONE,,WEST  132 STREET,NO,,81597,CityBridge LLC,,,"(40.747082073517298, -73.942805413864704)"
08/25/2016,new site,LINK-018198,advertising unit,40.746636936941698,-73.944139031288998,Queens,C5-3,2,,JACKSON AVENUE,45 AVENUE,THOMSON AVENUE,NONE,,THOMSON AVENUE,NO,,81598,CityBridge LLC,,,"(40.746636936941698, -73.944139031288998)"
08/25/2016,new site,LINK-018199,advertising unit,40.7460993030952,-73.945253699354495,Queens,C5-3,2,,45 AVENUE,23 STREET & FLUSHING AVENUE,JACKSON AVENUE,NONE,,JACKSON AVENUE,NO,,81599,CityBridge LLC,,,"(40.7460993030952, -73.945253699354495)"
08/25/2016,new site,LINK-018200,advertising unit,40.745421999999998,-73.946939999999998,Queens,C5-3/LIC,2,,JACKSON AVENUE,45 ROAD,45 AVENUE,NONE,,45 AVENUE,NO,,81600,CityBridge LLC,,,"(40.745421999999998, -73.946939999999998)"
08/25/2016,new site,LINK-018201,advertising unit,40.744917676327098,-73.947660495345104,Queens,M1-5/R7-3/LIC,2,,JACKSON AVENUE,46 AVENUE,23 STREET,NONE,,23 STREET,NO,,81601,CityBridge LLC,,,"(40.744917676327098, -73.947660495345104)"
08/25/2016,new site,LINK-018203,advertising unit,40.743605728000901,-73.950850544175395,Queens,M1-5/R7X,2,2116,JACKSON AVENUE,ARCH STREET,46 ROAD,NONE,,46 ROAD,NO,,81603,CityBridge LLC,,,"(40.743605728000901, -73.950850544175395)"
08/29/2016,new site,LINK-018205,advertising unit,40.743306025524603,-73.9508924344576,Queens,C2-5/R7X/LIC,2,,JACKSON AVENUE,48 AVENUE,47 ROAD,NONE,,47 ROAD,NO,,81605,CityBridge LLC,,,"(40.743306025524603, -73.9508924344576)"
08/29/2016,new site,LINK-018206,advertising unit,40.742636571754197,-73.952704174599702,Queens,M1-5/R7X/LIC,2,,11 STREET,48 AVENUE,JACKSON AVENUE,NONE,,JACKSON AVENUE,NO,,81606,CityBridge LLC,,,"(40.742636571754197, -73.952704174599702)"
08/29/2016,new site,LINK-018207,advertising unit,40.742203000000003,-73.953091000000001,Queens,M1-4/R6B/LIC,2,,JACKSON AVENUE,50 AVENUE,11 STREET,NONE,,11 STREET,NO,,81607,CityBridge LLC,,,"(40.742203000000003, -73.953091000000001)"
08/29/2016,new site,LINK-018208 ,advertising unit,40.7423025594425,-73.953350157845406,Queens,C2-5/R7X/LIC,2,1040,JACKSON AVENUE,51 AVENUE,50 AVENUE,NONE,,50 AVENUE,NO,,81608,CityBridge LLC,,,"(40.7423025594425, -73.953350157845406)"
08/29/2016,new site,LINK-018209,advertising unit,40.728839999999998,-73.859559000000004,Queens,C2-5/R7X/LIC,2,,JACKSON AVENUE,51 AVENUE,50 AVENUE,NONE,,50 AVENUE,NO,,81609,CityBridge LLC,,,"(40.728839999999998, -73.859559000000004)"
08/29/2016,new site,LINK-018210,advertising unit,40.729382999999999,-73.861052999999998,Queens,C1-2/R7-1,6,,QUEENS BOULEVARD,64 ROAD,65 ROAD,NONE,,65 ROAD,NO,,81610,CityBridge LLC,,,"(40.729382999999999, -73.861052999999998)"
08/29/2016,new site,LINK-018211,advertising unit,40.730322000000001,-73.863630999999998,Queens,C4-2,6,,QUEENS BOULEVARD,64 AVENUE,64 ROAD,NONE,,64 ROAD,NO,,81611,CityBridge LLC,,,"(40.730322000000001, -73.863630999999998)"
08/29/2016,new site,LINK-018212,advertising unit,40.731707999999998,-73.866963999999996,Queens,C4-2,6,,QUEENS BOULEVARD,62 DRIVE,JUNCTION BOULEVARD,NONE,,JUNCTION BOULEVARD,NO,,81612,CityBridge LLC,,,"(40.731707999999998, -73.866963999999996)"
08/30/2016,new site,LINK-018214,advertising unit,40.731999000000002,-73.867461000000006,Queens,C1-2/R7-1,6,,QUEENS BOULEVARD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,NONE,,LIE WB ENTRANCE QUEENS BLVD,NO,,81614,CityBridge LLC,,,"(40.731999000000002, -73.867461000000006)"
08/30/2016,new site,LINK-018215,advertising unit,40.732354000000001,-73.868401000000006,Queens,C1-2/R7-1,6,,QUEENS BOULEVARD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,NONE,,LIE WB ENTRANCE QUEENS BLVD,NO,,81615,CityBridge LLC,,,"(40.732354000000001, -73.868401000000006)"
08/30/2016,new site,LINK-018216,advertising unit,40.810161999999998,-73.927893999999995,Queens,C1-2\R7-1,6,,ELIOT AVENUE,LONG ISLAND EXPWY ET 19 EB ,QUEENS BOULEVARD ,NONE,,QUEENS BOULEVARD ,NO,,81616,CityBridge LLC,,,"(40.810161999999998, -73.927893999999995)"
08/30/2016,new site,LINK-018218 ,advertising unit,40.817520000000002,-73.928882999999999,Bronx,M1-4/R7A,1,199,LINCOLN AVENUE,EAST 136 STREET ,EAST 137 STREET ,NONE,,EAST 137 STREET ,NO,,81618,CityBridge LLC,,,"(40.817520000000002, -73.928882999999999)"
08/30/2016,new site,LINK-018220,advertising unit,40.816740000000003,-73.929293000000001,Bronx,M1-4/R8A/MX-13,1,135,EAST 146 STREET,GERARD AVENUE,WALTON AVENUE,NONE,,WALTON AVENUE,NO,,81620,CityBridge LLC,,,"(40.816740000000003, -73.929293000000001)"
08/30/2016,new site,LINK-018221,advertising unit,40.815040000000003,-73.929888000000005,Bronx,C6-2A,1,140,EAST 144 STREET,WALTON AVENUE,GRAND CONCOURSE,NONE,,GRAND CONCOURSE,NO,,81621,CityBridge LLC,,,"(40.815040000000003, -73.929888000000005)"
08/30/2016,new site,LINK-018222,advertising unit,40.814309999999999,-73.930216999999999,Bronx,M1-2,1,301,WALTON AVENUE,EAST 138 STREET,EAST 140 STREET,NONE,,EAST 140 STREET,NO,,81622,CityBridge LLC,,,"(40.814309999999999, -73.930216999999999)"
08/30/2016,new site,LINK-018223,advertising unit,40.813595999999997,-73.930404999999993,Bronx,M1-4/R6A/MX-13,1,261,WALTON AVENUE,EAST  138 STREET,EAST  140 STREET,NONE,,EAST  140 STREET,NO,,81623,CityBridge LLC,,,"(40.813595999999997, -73.930404999999993)"
08/30/2016,new site,LINK-018224,advertising unit,40.812435999999998,-73.929257000000007,Bronx,C6-2A,1,250,WALTON AVENUE,EAST  138 STREET,EAST  140 STREET,NONE,,EAST  140 STREET,NO,,81624,CityBridge LLC,,,"(40.812435999999998, -73.929257000000007)"
08/30/2016,new site,LINK-018225,advertising unit,40.812263000000002,-73.928652,Bronx,M1-4/R7X/MX-13,1,200,EAST 138 STREET,PARK AVENUE,CANAL STREET WEST,NONE,,CANAL STREET WEST,NO,,81625,CityBridge LLC,,,"(40.812263000000002, -73.928652)"
08/30/2016,new site,LINK-018226,advertising unit,40.810997999999998,-73.927577999999997,Bronx,M1-4/R7X/MX-13,1,217,EAST 138 STREET,CANAL STREET WEST,CANAL PLACE,NONE,,CANAL PLACE,NO,,81626,CityBridge LLC,,,"(40.810997999999998, -73.927577999999997)"
08/30/2016,new site,LINK-018227,advertising unit,40.808549999999997,-73.929086999999996,Bronx,M1-2,1,2535,3 AVENUE,EAST 137 STREET,EAST 138 STREET,NONE,,EAST 138 STREET,NO,,81627,CityBridge LLC,,,"(40.808549999999997, -73.929086999999996)"
08/30/2016,new site,LINK-018228,advertising unit,40.807380999999999,-73.929963000000001,Bronx,M1-2/R6A/MX-1,1,145,LINCOLN AVENUE,EAST  134 STREET,EAST  135 STREET,NONE,,EAST  135 STREET,NO,,81628,CityBridge LLC,,,"(40.807380999999999, -73.929963000000001)"
08/30/2016,new site,LINK-018229,advertising unit,40.785400090000003,-73.949339499999994,Bronx,M1-3/R8/MX-1,1,101,LINCOLN AVENUE,EAST  132 STREET,BRUCKNER BOULEVARD,NONE,,BRUCKNER BOULEVARD,NO,,81629,CityBridge LLC,,,"(40.785400090000003, -73.949339499999994)"
08/30/2016,new site,LINK-018374 ,advertising unit,40.800362980000003,-73.938113490000006,Manhattan,C4-4D,11,2201,3 AVENUE,EAST  119 STREET,EAST  120 STREET,NONE,,EAST  120 STREET,NO,,81631,CityBridge LLC,,,"(40.800362980000003, -73.938113490000006)"
08/30/2016,new site,LINK-018375,advertising unit,40.79190045,-73.944601129999995,Manhattan,C1-5/R8A,11,1928,3 AVENUE,EAST  106 STREET,EAST  107 STREET,NONE,,EAST  107 STREET,NO,,81632,CityBridge LLC,,,"(40.79190045, -73.944601129999995)"
08/30/2016,new site,LINK-018373,advertising unit,40.79878755,-73.939763979999995,Manhattan,C4-4D,11,189,EAST 117 STREET,LEXINGTON AVENUE,3 AVENUE,NONE,,3 AVENUE,NO,,81633,CityBridge LLC,,,"(40.79878755, -73.939763979999995)"
08/30/2016,new site,LINK-018376,advertising unit,40.799115380000003,-73.939029970000007,Manhattan,C4-4D,11,2151,3 AVENUE,EAST  117 STREET,EAST  118 STREET,NONE,,EAST  118 STREET,NO,,81634,CityBridge LLC,,,"(40.799115380000003, -73.939029970000007)"
08/31/2016,new site,LINK-018378,advertising unit,40.801085010000001,-73.937426090000002,Manhattan,C4-4D/R7A,6,203,EAST 121 STREET,3 AVENUE,2 AVENUE,NONE,,2 AVENUE,NO,,81635,CityBridge LLC,,,"(40.801085010000001, -73.937426090000002)"
08/31/2016,new site,LINK-018390,advertising unit,40.843859999999999,-73.912999999999997,Bronx,C1-4/R8,4,1605,WALTON AVENUE,EAST MT EDEN AVENUE,EAST  174 STREET,NONE,,EAST  174 STREET,NO,,81636,CityBridge LLC,,,"(40.843859999999999, -73.912999999999997)"
08/31/2016,new site,LINK-018391,advertising unit,40.835129999999999,-73.919799999999995,Bronx,C1-4/R8,4,84,EAST 167 STREET,GERARD AVENUE,WALTON AVENUE,NONE,,WALTON AVENUE,NO,,81637,CityBridge LLC,,,"(40.835129999999999, -73.919799999999995)"
08/31/2016,new site,LINK-018394,advertising unit,40.848329999999997,-73.909899999999993,Bronx,C1-4/R8,5,55,EAST 176 STREET,TOWNSEND AVENUE,WALTON AVENUE,NONE,,WALTON AVENUE,NO,,81639,CityBridge LLC,,,"(40.848329999999997, -73.909899999999993)"
08/31/2016,new site,LINK-018396,advertising unit,40.852969999999999,-73.904799999999994,Bronx,C1-4/R8,5,125,EAST BURNSIDE AVENUE,MORRIS AVENUE,CRESTON AVENUE,NONE,,CRESTON AVENUE,NO,,81641,CityBridge LLC,,,"(40.852969999999999, -73.904799999999994)"
08/31/2016,new site,LINK-018397,advertising unit,40.861150000000002,-73.897400000000005,Bronx,C4-4/C,5,202,EAST 188 STREET,EAST  187 STREET,EAST  188 STREET,NONE,,EAST  188 STREET,NO,,81642,CityBridge LLC,,,"(40.861150000000002, -73.897400000000005)"
08/31/2016,new site,LINK-018400,advertising unit,40.863660000000003,-73.900499999999994,Bronx,C2-4/R6,7,2495,JEROME AVENUE,EAST FORDHAM ROAD,EAST  190 STREET,NONE,,EAST  190 STREET,YES,Fordham RoadBID,81644,CityBridge LLC,,,"(40.863660000000003, -73.900499999999994)"
08/31/2016,new site,LINK-018401,advertising unit,40.862740000000002,-73.907899999999998,Bronx,C1-4/R6,7,152,WEST FORDHAM ROAD,LORING PLACE,SEDGWICK AVENUE,NONE,,SEDGWICK AVENUE,NO,,81645,CityBridge LLC,,,"(40.862740000000002, -73.907899999999998)"
08/31/2016,new site,LINK-018402,advertising unit,40.868699999999997,-73.902100000000004,Bronx,C1-3/R6,8,119,WEST KINGSBDGE ROAD,UNIVERSITY AVENUE,WEBB AVENUE,NONE,,WEBB AVENUE,NO,,81646,CityBridge LLC,,,"(40.868699999999997, -73.902100000000004)"
08/31/2016,new site,LINK-018403,advertising unit,40.866819999999997,-73.897800000000004,Bronx,C2-3/R8,7,2614,JEROME AVENUE,EAST 193 STREET ,EAST KINGSBRIDGE ROAD ,NONE,,EAST KINGSBRIDGE ROAD ,NO,,81647,CityBridge LLC,,,"(40.866819999999997, -73.897800000000004)"
08/31/2016,new site,LINK-018061,advertising unit,40.686655999999999,-73.974581000000001,Brooklyn,C2-4/R7A,2,96,SOUTH PORTLAND AVENUE,LAFAYETTE AVENUE,FULTON STREET,NONE,,FULTON STREET,YES,Court-Livingston-SchermerhornBID,81652,CityBridge LLC,,,"(40.686655999999999, -73.974581000000001)"
08/23/2016,new site,LINK-018137,advertising unit,40.733578999999999,-73.871647999999993,Queens,C1-2/R6,4,,QUEENS BOULEVARD,90 STREET,WOODHAVEN BOULEVARD,NONE,,WOODHAVEN BOULEVARD,NO,,81668,CityBridge LLC,,,"(40.733578999999999, -73.871647999999993)"
